RA,Dec,Magnitude,Bayer,Full Bayer,English Name,Flamsteed
270.1125,19.50583333333333,6.5,-,-,-,-
283.69166666666666,-87.60583333333332,5.28,χ,χ-Oct,-,-
270.2375,15.093333333333334,6.26,-,-,-,-
270.4375,1.3052777777777778,4.45,-,-,-,68-Oph
270.71250000000003,-24.28222222222222,5.34,-,-,-,7-Sgr
268.79583333333335,72.005,5.45,ψ²,ψ²-Dra,-,34-Dra
270.15000000000003,33.21388888888889,5.99,-,-,-,-
270.7541666666667,-22.71833333333333,6.74,-,-,-,-
269.98333333333335,45.50138888888889,5.67,-,-,-,-
270.3708333333333,21.595277777777778,5.18,-,-,-,95-Her
270.375,21.595555555555553,4.96,-,-,-,95-Her
272.8125,-75.8913888888889,5.86,-,-,-,-
270.69166666666666,-5.35861111111111,6.76,-,-,-,-
270.77083333333337,-8.180277777777777,5.94,τ,τ-Oph,-,69-Oph
270.7666666666667,-8.180555555555555,5.24,τ,τ-Oph,-,69-Oph
268.6083333333333,75.17083333333333,6.36,-,-,-,-
270.96666666666664,-24.360555555555557,5.97,-,-,-,9-Sgr
270.3958333333333,33.311388888888885,6.15,-,-,-,-
270.59583333333336,20.83361111111111,5.28,-,-,-,96-Her
271.2083333333333,-35.90138888888889,6.0,-,-,-,-
271.95,-64.55,6.41,-,-,-,-
270.625,22.923055555555557,6.21,-,-,-,97-Her
271.25416666666666,-29.58,4.69,γ¹,γ¹-Sgr,-,-
271.6541666666667,-50.09166666666667,3.66,θ,θ-Ara,-,-
270.80833333333334,19.613055555555558,6.5,-,-,-,-
272.14166666666665,-63.66833333333333,4.35,π,π-Pav,-,-
271.44999999999993,-30.424166666666668,2.99,γ²,γ²-Sgr,-,10-Sgr
271.15416666666664,1.9191666666666665,6.14,-,-,-,-
271.59583333333336,-36.01972222222222,5.95,-,-,-,-
271.70416666666665,-43.42472222222222,5.77,-,-,-,-
271.70416666666665,-43.42472222222222,5.77,-,-,-,-
273.14166666666665,-73.67166666666667,5.85,-,-,-,-
271.36249999999995,2.4994444444444444,4.03,-,-,-,70-Oph
270.7875,48.464444444444446,6.21,-,-,-,-
271.1666666666667,23.9425,6.34,-,-,-,-
271.5291666666667,-8.323888888888888,5.85,-,-,-,-
271.5625,-4.751388888888889,5.77,-,-,-,-
271.5291666666667,-0.44666666666666666,6.34,-,-,-,-
271.4291666666667,12.00388888888889,7.04,-,-,-,-
272.125,-45.76722222222222,6.15,-,-,-,-
272.4875,-59.04,6.38,-,-,-,-
272.60833333333335,-62.00222222222222,5.49,ι,ι-Pav,-,-
271.79583333333335,-21.44388888888889,6.28,-,-,-,-
271.375,21.646944444444443,6.15,-,-,-,-
271.1791666666667,40.08416666666667,6.52,-,-,-,-
271.50416666666666,22.218888888888888,5.06,-,-,-,98-Her
272.02083333333337,-28.45722222222222,4.57,-,-,-,-
271.25,41.946666666666665,6.34,-,-,-,-
271.45416666666665,32.230555555555554,5.71,-,-,-,-
271.95,-17.154166666666665,5.52,-,-,-,-
271.825,8.733888888888888,4.64,-,-,-,71-Oph
271.8375,9.56388888888889,3.73,-,-,-,72-Oph
272.34166666666664,-36.6725,6.58,-,-,-,-
272.22499999999997,-25.472499999999997,6.61,-,-,-,-
273.6,-70.75138888888888,6.73,-,-,-,-
271.75416666666666,30.561944444444446,5.04,-,-,-,99-Her
271.95,13.071111111111112,6.63,-,-,-,-
272.49583333333334,-32.719722222222224,6.43,-,-,-,-
272.7666666666667,-47.51305555555555,6.07,-,-,-,-
271.8833333333334,28.7625,3.83,ο,ο-Her,-,103-Her
272.52083333333337,-30.72861111111111,5.53,-,-,-,-
271.95416666666665,26.10138888888889,5.86,-,-,-,100-Her
271.95416666666665,26.0975,5.9,-,-,-,100-Her
272.8041666666667,-45.95444444444445,4.53,ε,ε-Tel,-,-
272.1375,14.284722222222221,6.37,-,-,-,-
272.4291666666667,-13.934444444444445,6.39,-,-,-,-
272.7708333333333,-41.35916666666667,5.86,-,-,-,-
272.1875,20.814444444444444,4.36,-,-,-,102-Her
272.72916666666674,-33.79972222222222,6.16,-,-,-,-
263.05,86.58638888888889,4.36,δ,δ-UMi,-,23-UMi
271.72083333333336,50.82277777777778,6.29,-,-,-,-
271.86666666666673,43.461666666666666,5.0,-,-,-,-
271.775,49.71055555555556,6.32,-,-,-,-
272.0083333333333,36.40138888888889,5.48,-,-,-,-
272.21666666666664,20.04527777777778,5.1,-,-,-,101-Her
272.3875,3.993333333333333,5.73,-,-,-,73-Oph
273.5666666666667,-63.68944444444444,6.47,-,-,-,-
272.47499999999997,3.1197222222222223,5.69,-,-,-,-
272.8083333333333,-19.842222222222222,6.36,-,-,-,-
272.29166666666663,30.46944444444444,6.38,-,-,-,-
272.6666666666667,3.3241666666666663,5.51,-,-,-,-
272.9291666666667,-23.70111111111111,4.98,-,-,-,11-Sgr
272.9916666666667,-28.90138888888889,6.51,-,-,-,-
272.53333333333336,16.476666666666667,6.09,-,-,-,-
273.3,-41.336111111111116,5.47,-,-,-,-
273.9166666666667,-63.05555555555555,5.6,-,-,-,-
272.40416666666664,38.4575,6.4,-,-,-,-
272.49583333333334,36.46638888888889,5.58,-,-,-,-
274.5,-68.22916666666667,6.33,-,-,-,-
270.0125,80.00083333333333,6.04,-,-,-,40-Dra
270.0375,80.00416666666666,5.68,-,-,-,41-Dra
262.7,86.96805555555555,5.79,-,-,-,24-UMi
273.4375,-21.05888888888889,3.86,μ,μ-Sgr,-,13-Sgr
273.29166666666663,-4.011666666666667,6.59,-,-,-,-
272.9375,33.44694444444444,5.88,-,-,-,-
272.975,31.405277777777776,4.97,-,-,-,104-Her
273.5625,-21.713055555555556,5.44,-,-,-,14-Sgr
272.6291666666667,54.28666666666666,5.95,-,-,-,-
273.96666666666664,-44.20666666666667,5.46,-,-,-,-
274.2791666666667,-56.02333333333333,5.33,-,-,-,-
273.31666666666666,21.880277777777778,6.12,-,-,-,-
274.25,-51.068333333333335,6.06,-,-,-,-
273.8,-20.72833333333333,5.38,-,-,-,15-Sgr
273.8,-20.388055555555557,5.95,-,-,-,16-Sgr
273.17499999999995,41.14694444444444,6.36,-,-,-,-
273.875,-18.661388888888887,6.07,-,-,-,-
273.26666666666665,38.77361111111111,6.04,-,-,-,-
272.77916666666664,60.409444444444446,6.49,-,-,-,-
274.9166666666667,-63.886944444444445,6.18,-,-,-,-
275.9,-75.04416666666667,5.47,φ,φ-Oct,-,-
273.9916666666667,-3.6175,6.36,-,-,-,-
273.68333333333334,29.20722222222222,6.56,-,-,-,-
274.40416666666664,-36.76166666666666,3.11,η,η-Sgr,-,-
274.40000000000003,-34.10722222222223,6.16,-,-,-,-
274.0208333333333,2.3777777777777778,6.01,-,-,-,-
274.35,-28.6525,6.19,-,-,-,-
274.34583333333336,-28.289166666666667,6.4,-,-,-,-
277.32916666666665,-80.23277777777778,5.95,-,-,-,-
274.29583333333335,-17.37388888888889,5.75,-,-,-,-
274.6666666666667,-42.288333333333334,6.3,-,-,-,-
274.2208333333333,-3.007222222222222,6.0,-,-,-,-
274.3666666666667,-18.46333333333333,6.54,-,-,-,-
274.5125,-27.0425,4.65,-,-,-,-
274.35,-9.758611111111112,6.31,-,-,-,-
274.2666666666667,1.0058333333333334,6.63,-,-,-,-
273.9083333333333,42.159444444444446,5.59,-,-,-,-
274.6708333333333,-25.604722222222225,6.51,-,-,-,-
273.8833333333333,45.20944444444445,6.29,-,-,-,-
274.67916666666673,-18.619444444444444,6.84,-,-,-,-
273.67083333333335,56.58833333333334,6.37,-,-,-,-
273.4708333333333,64.39722222222223,5.03,-,-,-,36-Dra
274.5083333333333,13.776944444444446,6.3,-,-,-,-
274.5291666666667,18.13138888888889,5.99,-,-,-,-
274.275,40.93666666666666,6.11,-,-,-,-
274.5291666666667,23.296666666666667,6.63,-,-,-,-
275.8041666666667,-61.49388888888889,4.36,ξ,ξ-Pav,-,-
275.2291666666667,-37.487500000000004,6.45,-,-,-,-
274.7875,7.259722222222222,5.39,-,-,-,-
275.03333333333336,-15.831666666666667,5.39,-,-,-,-
275.24583333333334,-29.828055555555554,2.7,δ,δ-Sgr,-,19-Sgr
274.79166666666663,24.44611111111111,5.27,-,-,-,105-Her
275.3791666666667,-24.915,6.25,-,-,-,-
275.575,-38.65694444444444,5.1,-,-,-,-
275.34583333333336,-18.860000000000003,5.75,-,-,-,-
275.5,-28.43,6.16,-,-,-,-
273.8208333333333,68.75583333333333,5.95,-,-,-,37-Dra
275.21666666666664,3.377222222222222,4.86,-,-,-,74-Oph
274.96666666666664,29.66611111111111,5.99,-,-,-,-
275.0708333333333,21.961388888888887,4.95,-,-,-,106-Her
275.325,-2.898888888888889,3.26,η,η-Ser,-,58-Ser
275.7208333333333,-36.669444444444444,5.34,-,-,-,-
276.3791666666667,-63.021388888888886,6.14,-,-,-,-
274.96250000000003,36.06444444444444,4.33,κ,κ-Lyr,-,1-Lyr
275.3666666666667,5.435833333333334,6.13,-,-,-,-
275.8666666666667,-36.23833333333334,5.55,-,-,-,-
276.07499999999993,-44.11027777777778,5.25,-,-,-,-
275.23749999999995,29.85888888888889,5.63,-,-,-,108-Her
275.2541666666667,28.87,5.12,-,-,-,107-Her
275.75833333333327,-10.21861111111111,6.33,-,-,-,-
276.04166666666663,-34.38472222222222,1.85,ε,ε-Sgr,Kaus_Australis,20-Sgr
274.98333333333335,51.34777777777778,6.3,-,-,-,-
275.8,-12.014722222222222,5.73,-,-,-,-
275.53333333333336,23.28527777777778,5.41,-,-,-,-
275.64583333333337,12.02888888888889,5.89,-,-,-,-
275.9125,-8.934166666666666,4.68,ζ,ζ-Sct,-,-
275.70416666666665,17.826666666666668,5.25,-,-,-,-
275.2791666666667,49.72555555555556,6.4,-,-,-,-
275.75833333333327,16.688055555555557,6.22,-,-,-,-
276.2541666666667,-30.756666666666668,5.6,-,-,-,18-Sgr
276.3375,-35.99166666666667,6.15,-,-,-,-
276.0125,-3.5833333333333335,6.38,-,-,-,-
275.3833333333334,49.12166666666667,5.05,-,-,-,-
276.17499999999995,-7.075277777777777,6.31,-,-,-,-
276.475,-33.945277777777775,6.3,-,-,-,-
276.7208333333333,-48.11694444444444,5.46,-,-,-,-
275.9208333333333,21.76972222222222,3.84,-,-,-,109-Her
276.3375,-20.541666666666668,4.81,-,-,-,21-Sgr
276.7416666666667,-45.968333333333334,3.51,α,α-Tel,-,-
276.23749999999995,-1.5794444444444444,6.15,-,-,-,-
278.2291666666667,-73.96555555555555,5.89,-,-,-,-
276.28333333333336,5.084722222222222,6.74,-,-,-,-
275.98749999999995,38.73916666666667,6.36,-,-,-,-
276.40833333333336,8.031944444444445,5.65,-,-,-,-
276.0541666666667,39.507222222222225,5.12,μ,μ-Lyr,-,2-Lyr
276.2416666666667,27.39527777777778,6.27,-,-,-,-
277.2041666666666,-49.07083333333334,4.13,ζ,ζ-Tel,-,-
276.4791666666667,14.966666666666667,6.37,-,-,-,-
276.95416666666665,-29.81638888888889,5.92,-,-,-,-
277.4833333333333,-57.52305555555555,5.76,-,-,-,-
276.9291666666667,-26.634722222222223,6.31,-,-,-,-
277.1125,-38.995555555555555,5.64,-,-,-,-
275.9458333333334,53.30083333333333,6.32,-,-,-,-
280.55833333333334,-81.80777777777777,6.27,-,-,-,-
276.9916666666667,-25.421666666666667,2.81,λ,λ-Sgr,-,22-Sgr
277.0249999999999,-26.75722222222222,6.27,-,-,-,-
277.3,-43.84583333333334,6.36,-,-,-,-
277.84166666666664,-62.27833333333333,4.64,ν,ν-Pav,-,-
276.49166666666673,29.828888888888887,5.83,-,-,-,-
276.8,0.1961111111111111,5.21,-,-,-,59-Ser
276.9833333333333,-17.8,6.2,-,-,-,-
275.1875,71.33777777777777,4.22,φ,φ-Dra,-,43-Dra
277.31666666666666,-38.85111111111111,6.63,-,-,-,-
277.4791666666667,-47.22027777777778,5.7,-,-,-,-
275.975,58.800555555555555,4.98,-,-,-,39-Dra
276.6666666666667,26.449444444444445,6.53,-,-,-,-
276.9583333333333,3.7486111111111113,6.07,-,-,-,-
277.23749999999995,-26.581666666666667,6.5,-,-,-,-
275.26250000000005,72.73277777777778,3.57,χ,χ-Dra,-,44-Dra
276.9916666666667,6.194166666666667,5.73,-,-,-,-
277.3416666666667,-25.25638888888889,6.59,-,-,-,-
277.29583333333335,-14.565833333333334,4.7,γ,γ-Sct,-,-
277.7625,-41.91361111111111,6.04,-,-,-,-
277.4416666666667,-14.581666666666667,5.96,-,-,-,-
277.54583333333335,-18.728888888888886,5.66,-,-,-,-
277.93749999999994,-45.915,4.96,δ¹,δ¹-Tel,-,-
277.42083333333335,-1.985277777777778,5.39,-,-,-,60-Ser
277.76666666666665,-32.98916666666667,5.34,-,-,-,-
277.9833333333333,-43.507777777777775,5.72,-,-,-,-
278.0083333333333,-45.757222222222225,5.07,δ²,δ²-Tel,-,-
278.37083333333334,-58.70916666666667,6.44,-,-,-,-
277.55833333333334,-5.724166666666667,6.28,-,-,-,-
277.52083333333337,4.065277777777777,6.69,-,-,-,-
278.0875,-39.70388888888889,5.16,-,-,-,-
277.39583333333337,23.866111111111113,5.9,-,-,-,-
277.8583333333333,-18.402777777777775,5.14,-,-,-,-
276.49583333333334,65.56361111111111,4.82,-,-,-,42-Dra
277.85416666666663,-10.795833333333333,5.72,-,-,-,-
277.9708333333333,-19.125,6.68,-,-,-,-
278.25,-39.89222222222222,6.22,-,-,-,-
276.925,59.549166666666665,6.43,-,-,-,-
277.6708333333333,20.81527777777778,6.5,-,-,-,-
278.375,-42.3125,4.64,θ,θ-CrA,-,-
278.34583333333336,-38.72027777777778,6.32,κ¹,κ¹-CrA,-,-
278.34583333333336,-38.726111111111116,5.65,κ²,κ²-CrA,-,-
278.62916666666666,-52.89194444444444,6.22,-,-,-,-
277.76666666666665,16.928611111111113,5.77,-,-,-,-
278.08333333333337,-14.644166666666667,6.37,-,-,-,-
277.98749999999995,-1.0030555555555556,5.94,-,-,-,61-Ser
278.0291666666667,3.6597222222222223,6.43,-,-,-,-
278.1791666666667,-14.865555555555556,5.5,-,-,-,-
278.4875,-33.016666666666666,5.28,-,-,-,-
278.47083333333336,-24.0325,5.49,-,-,-,24-Sgr
278.4125,-14.85361111111111,5.76,-,-,-,-
278.3416666666667,-5.911388888888889,6.36,-,-,-,-
282.9875,-83.31638888888888,7.16,-,-,-,-
278.6333333333333,-24.222499999999997,6.51,-,-,-,25-Sgr
278.1916666666667,23.616944444444446,5.84,-,-,-,-
278.34583333333336,8.268333333333334,6.42,-,-,-,-
278.2041666666667,30.554166666666667,5.48,-,-,-,-
278.8374999999999,-20.840833333333332,6.48,-,-,-,-
278.75833333333327,-10.977222222222222,5.14,-,-,-,-
278.34583333333336,30.8925,6.59,-,-,-,-
278.99583333333334,-29.699166666666667,6.37,-,-,-,-
278.79999999999995,-8.244166666666667,3.85,α,α-Sct,-,-
278.04583333333335,52.11555555555556,6.56,-,-,-,-
278.57916666666665,20.46638888888889,6.57,-,-,-,-
278.6958333333333,10.891666666666666,6.4,-,-,-,-
278.79999999999995,18.203333333333333,5.78,-,-,-,-
278.1416666666667,57.04555555555555,4.77,-,-,-,45-Dra
277.8083333333333,65.43611111111112,6.59,-,-,-,-
278.875,23.605555555555558,5.61,-,-,-,-
278.9708333333333,16.975555555555555,6.21,-,-,-,-
280.75833333333327,-71.42805555555556,4.01,ζ,ζ-Pav,-,-
278.4833333333333,52.353611111111114,5.36,-,-,-,-
278.8041666666667,34.45777777777778,6.1,-,-,-,-
279.1125,9.1225,5.39,-,-,-,-
279.8083333333333,-47.90972222222222,5.86,-,-,-,-
279.1625,6.671944444444445,5.45,-,-,-,-
279.475,-21.397777777777776,5.94,-,-,-,-
279.51666666666665,-14.004722222222222,6.47,-,-,-,-
279.625,-23.505,5.81,-,-,-,-
279.8958333333333,-43.18611111111111,5.37,-,-,-,-
279.3,11.421666666666667,6.42,-,-,-,-
279.40000000000003,-0.3094444444444444,5.75,-,-,-,-
281.9541666666667,-77.86722222222221,6.39,-,-,-,-
279.2875,16.198333333333334,6.29,-,-,-,-
280.59166666666664,-64.64305555555556,6.37,-,-,-,-
279.1541666666667,33.46888888888889,5.42,-,-,-,-
279.7208333333333,-21.051944444444445,5.86,-,-,-,-
279.5958333333333,-3.1936111111111107,6.49,-,-,-,-
279.57916666666665,-1.1133333333333335,6.66,-,-,-,-
279.23333333333335,38.78361111111111,0.03,α,α-Lyr,Vega,3-Lyr
279.5875,8.83388888888889,6.4,-,-,-,-
279.1875,43.221944444444446,6.2,-,-,-,-
280.90416666666664,-64.55111111111111,5.78,-,-,-,-
280.375,-48.095,6.49,-,-,-,-
277.43333333333334,77.54694444444445,5.64,-,-,-,-
280.0,-7.790555555555556,5.84,-,-,-,-
279.9,5.264166666666667,6.38,-,-,-,-
279.525,39.668055555555554,6.04,-,-,-,-
279.9625,7.358333333333333,6.28,-,-,-,-
280.46250000000003,-23.833333333333332,6.23,-,-,-,26-Sgr
281.35833333333335,-64.87138888888889,4.79,-,-,-,-
279.05416666666673,65.48861111111111,6.06,-,-,-,-
280.425,-14.564166666666667,6.42,-,-,-,-
281.2958333333333,-61.095,6.04,-,-,-,-
280.0083333333333,30.849444444444444,6.36,-,-,-,-
279.88749999999993,40.934999999999995,6.25,-,-,-,-
279.3875,62.526666666666664,5.74,-,-,-,-
280.05,38.367222222222225,6.45,-,-,-,-
280.56666666666666,-9.0525,4.72,δ,δ-Sct,-,-
280.94166666666666,-38.32361111111111,5.13,λ,λ-CrA,-,-
281.3458333333333,-56.88166666666667,6.22,-,-,-,-
280.7291666666667,-19.28388888888889,6.35,-,-,-,-
280.65000000000003,-7.073333333333333,6.15,-,-,-,-
276.03749999999997,83.17527777777778,6.17,-,-,-,-
281.02916666666664,-36.718611111111116,6.32,-,-,-,-
282.4291666666667,-72.99472222222222,6.06,-,-,-,-
279.96666666666664,52.19611111111111,6.0,-,-,-,-
281.07916666666665,-35.64194444444444,4.87,-,-,-,-
280.42083333333335,31.61777777777778,6.41,-,-,-,-
281.2375,-39.686388888888885,5.43,-,-,-,-
280.87916666666666,-8.275277777777779,4.9,ε,ε-Sct,-,-
280.5333333333333,34.74666666666667,6.47,-,-,-,-
280.9625,-6.818611111111111,6.31,-,-,-,-
281.2041666666667,-25.011111111111113,5.83,-,-,-,-
282.1541666666667,-65.07777777777777,5.73,θ,θ-Pav,-,-
281.74583333333334,-50.09444444444445,6.54,-,-,-,-
281.325,-21.00138888888889,6.36,-,-,-,-
281.4125,-26.990833333333335,3.17,φ,φ-Sgr,-,27-Sgr
281.2041666666667,2.0599999999999996,5.02,-,-,-,4-Aql
280.81666666666666,39.30027777777777,6.45,-,-,-,-
280.23333333333335,62.749722222222225,6.09,-,-,-,-
280.9,36.556666666666665,6.01,-,-,-,-
280.9625,31.92666666666667,5.7,-,-,-,-
281.50416666666666,-19.60638888888889,6.42,-,-,-,-
281.5833333333333,-22.392222222222223,5.37,-,-,-,28-Sgr
281.16666666666674,23.58972222222222,6.31,-,-,-,-
281.3666666666667,5.499722222222222,5.83,-,-,-,-
280.65416666666664,55.53944444444444,5.04,-,-,-,46-Dra
281.93333333333334,-40.40611111111111,5.24,μ,μ-CrA,-,-
281.08333333333337,39.669999999999995,5.06,ε¹,ε¹-Lyr,-,4-Lyr
281.08333333333337,39.67111111111111,6.02,ε¹,ε¹-Lyr,-,4-Lyr
281.0916666666667,39.613055555555555,5.14,ε²,ε²-Lyr,-,5-Lyr
281.0916666666667,39.61277777777778,5.37,ε²,ε²-Lyr,-,5-Lyr
281.6791666666667,-10.125,5.71,-,-,-,-
281.19166666666666,37.605000000000004,4.36,ζ¹,ζ¹-Lyr,-,6-Lyr
281.2,37.59444444444445,5.73,ζ²,ζ²-Lyr,-,7-Lyr
281.3958333333333,21.985,6.51,-,-,-,-
281.6166666666667,-0.9616666666666667,5.9,-,-,-,5-Aql
280.8708333333333,53.871944444444445,6.11,-,-,-,-
281.4125,20.54638888888889,4.19,-,-,-,110-Her
282.2083333333333,-43.68,5.49,η¹,η¹-CrA,-,-
281.7916666666667,-4.747777777777777,4.22,β,β-Sct,-,-
281.51666666666665,26.66222222222222,4.83,-,-,-,-
282.3625,-45.81027777777778,5.81,-,-,-,-
281.87083333333334,-5.705,5.2,-,-,-,-
281.6708333333333,18.70583333333333,6.17,-,-,-,-
282.3958333333333,-43.43388888888889,5.61,η²,η²-CrA,-,-
281.7541666666667,18.18138888888889,4.36,-,-,-,111-Her
282.3208333333333,-34.74861111111111,6.62,-,-,-,-
281.2291666666667,54.89666666666667,6.23,-,-,-,-
282.1875,-18.60138888888889,6.47,-,-,-,-
281.5541666666667,41.44166666666666,6.07,-,-,-,-
283.0541666666667,-62.1875,4.22,λ,λ-Pav,-,-
281.075,61.04805555555556,5.99,-,-,-,-
282.0083333333333,4.241388888888889,6.21,-,-,-,-
282.3958333333333,-19.142222222222223,6.75,-,-,-,-
282.4166666666667,-20.32472222222222,5.24,-,-,-,29-Sgr
282.0666666666667,23.514166666666668,6.15,-,-,-,-
281.74583333333334,46.315,6.52,-,-,-,-
281.9875,31.756944444444443,6.06,-,-,-,-
280.79166666666663,70.79277777777777,6.44,-,-,-,-
282.42083333333335,-5.912777777777778,5.99,-,-,-,-
281.6791666666667,52.988055555555555,5.88,-,-,-,-
282.40416666666664,0.8358333333333333,6.25,-,-,-,-
282.22083333333336,19.328611111111112,5.88,-,-,-,-
283.1625,-52.1075,5.17,κ,κ-Tel,-,-
282.7083333333333,-22.16222222222222,6.61,-,-,-,30-Sgr
282.5833333333333,-7.907500000000001,6.8,-,-,-,-
281.91666666666674,49.075,6.4,-,-,-,-
282.30833333333334,25.04638888888889,6.59,-,-,-,-
283.1125,-46.59527777777778,5.54,-,-,-,-
283.3,-51.93111111111111,6.31,-,-,-,-
282.7416666666667,-9.774166666666668,5.83,-,-,-,-
283.2583333333333,-48.36,6.19,-,-,-,-
282.0666666666667,48.7675,6.12,-,-,-,-
283.2458333333334,-46.58583333333333,6.19,-,-,-,-
282.4333333333333,31.629166666666666,6.64,-,-,-,-
282.6875,10.97638888888889,6.55,-,-,-,-
282.4375,32.812777777777775,5.91,ν¹,ν¹-Lyr,-,8-Lyr
282.84166666666664,-3.3177777777777777,6.1,-,-,-,8-Aql
282.46666666666664,32.55083333333333,5.25,ν²,ν²-Lyr,-,9-Lyr
283.11666666666673,-26.650277777777777,6.29,-,-,-,-
283.1541666666667,-29.379444444444445,6.13,-,-,-,-
283.17083333333335,-30.734166666666667,6.63,-,-,-,-
282.51666666666665,33.36277777777778,3.45,β,β-Lyr,-,10-Lyr
284.2375,-67.23361111111112,4.44,κ,κ-Pav,-,-
283.6333333333333,-49.87861111111111,6.6,-,-,-,-
283.00416666666666,13.965555555555556,6.14,-,-,-,-
283.25416666666666,-9.57611111111111,6.34,-,-,-,-
284.225,-62.801111111111105,6.48,-,-,-,-
282.89583333333337,28.783611111111114,6.18,-,-,-,-
283.0666666666667,21.42527777777778,5.48,-,-,-,112-Her
283.5,-21.359722222222224,5.69,-,-,-,33-Sgr
282.90000000000003,36.53861111111111,6.09,-,-,-,-
283.54166666666663,-22.745,4.83,ν¹,ν¹-Sgr,-,32-Sgr
281.44166666666666,74.08555555555554,5.27,-,-,-,-
283.02916666666664,41.38333333333333,6.28,-,-,-,-
283.6791666666667,-15.603055555555555,5.1,-,-,-,-
283.7791666666667,-22.67138888888889,4.99,ν²,ν²-Sgr,-,35-Sgr
283.8125,-26.296666666666667,2.02,σ,σ-Sgr,Nunki,34-Sgr
284.0666666666667,-42.71055555555556,5.36,-,-,-,-
282.89583333333337,52.975,5.51,-,-,-,-
281.59166666666664,75.43388888888889,5.35,-,-,-,50-Dra
282.80000000000007,59.388333333333335,4.66,ο,ο-Dra,-,47-Dra
283.8791666666667,-16.37666666666667,5.79,-,-,-,-
284.65000000000003,-60.20055555555556,5.14,ω,ω-Pav,-,-
284.0,-23.17361111111111,5.93,-,-,-,-
284.1666666666667,-37.343333333333334,5.38,-,-,-,-
285.0125,-66.65333333333334,6.01,-,-,-,-
283.4291666666667,36.97166666666667,5.58,δ¹,δ¹-Lyr,-,11-Lyr
283.5541666666667,27.909444444444443,5.62,-,-,-,-
283.6833333333333,22.645,4.59,-,-,-,113-Her
284.61249999999995,-52.93861111111111,4.87,λ,λ-Tel,-,-
283.8625,6.615277777777777,5.57,-,-,-,-
284.39166666666665,-39.82333333333334,6.31,-,-,-,-
283.3041666666667,50.708333333333336,4.92,-,-,-,-
283.5583333333333,41.22555555555556,7.3,-,-,-,-
283.625,36.89888888888889,4.3,δ²,δ²-Lyr,-,12-Lyr
283.71666666666664,33.968611111111116,6.02,-,-,-,-
284.0541666666667,4.203611111111111,4.62,θ¹,θ¹-Ser,-,63-Ser
284.0583333333333,4.201944444444445,4.98,θ²,θ²-Ser,-,63-Ser
284.09166666666664,-1.8,6.22,-,-,-,-
284.1041666666667,2.471111111111111,6.15,-,-,-,-
284.33333333333337,-20.656388888888888,5.08,ξ¹,ξ¹-Sgr,-,36-Sgr
283.71666666666664,41.60277777777778,5.44,-,-,-,-
284.0125,17.995,6.63,-,-,-,-
284.025,18.10527777777778,5.69,-,-,-,-
284.2625,-5.846111111111111,4.83,η,η-Sct,-,-
284.4291666666667,-21.10666666666667,3.51,ξ²,ξ²-Sgr,-,37-Sgr
284.5875,-31.03611111111111,6.12,-,-,-,-
284.6791666666667,-37.1075,4.87,ε,ε-CrA,-,-
283.44166666666666,57.48694444444445,6.22,-,-,-,-
283.6958333333333,48.859722222222224,5.77,-,-,-,-
284.5833333333333,-24.87666666666667,6.62,-,-,-,-
284.79583333333335,-39.53472222222222,6.49,-,-,-,-
283.83333333333337,43.94611111111111,4.04,-,-,-,13-Lyr
284.31666666666666,2.5352777777777775,5.57,-,-,-,64-Ser
284.6,-22.529444444444444,6.14,-,-,-,-
281.4083333333333,79.94250000000001,6.39,-,-,-,-
285.87083333333334,-68.75527777777778,5.88,-,-,-,-
284.25416666666666,32.90138888888889,5.22,-,-,-,-
284.5958333333333,6.240277777777778,6.21,-,-,-,-
284.85833333333335,-18.566944444444445,6.37,-,-,-,-
284.5583333333333,17.360833333333336,5.38,-,-,-,-
284.84583333333336,-12.840555555555556,5.53,-,-,-,-
284.6916666666666,13.906666666666666,5.89,-,-,-,10-Aql
285.1,-24.942222222222224,6.36,-,-,-,-
285.2625,-37.06083333333333,6.69,-,-,-,-
285.26666666666665,-37.06194444444444,6.4,-,-,-,-
284.6875,19.79416666666667,6.5,-,-,-,-
284.77083333333337,13.6225,5.23,-,-,-,11-Aql
284.8208333333334,10.140833333333333,6.75,-,-,-,-
284.50416666666666,38.26611111111111,5.89,-,-,-,-
284.1875,57.815,5.66,-,-,-,48-Dra
284.90416666666664,15.068333333333333,4.02,ε,ε-Aql,-,13-Aql
285.53333333333336,-41.91,6.23,-,-,-,-
284.7333333333333,32.68944444444444,3.24,γ,γ-Lyr,-,14-Lyr
284.6916666666666,40.67916666666667,6.22,-,-,-,-
283.5958333333333,71.29722222222222,4.82,υ,υ-Dra,-,52-Dra
284.9375,26.230555555555554,5.27,-,-,-,-
285.40416666666664,-22.695555555555554,6.24,-,-,-,-
284.9916666666667,22.814722222222223,6.29,-,-,-,-
284.3666666666667,58.22527777777778,6.46,-,-,-,-
284.8,39.217777777777776,6.41,-,-,-,-
285.3875,-15.2825,6.32,-,-,-,-
284.1041666666667,65.25805555555556,5.63,-,-,-,-
285.775,-42.09527777777778,4.75,ζ,ζ-CrA,-,-
285.9875,-51.01861111111111,5.93,-,-,-,-
284.3208333333333,62.39666666666667,6.45,-,-,-,-
285.0,32.14555555555555,4.93,λ,λ-Lyr,-,15-Lyr
285.4166666666667,-5.738888888888889,4.02,-,-,-,12-Aql
